content,score,Label
"Sangat bermanfaat saat di kantor, tidak harus keluar cari pulsa.",5,Positif
"pelayanan traveloka sangat memuaskan, dan sangat membantu mempermudah kita dlm transaksi, semoga lbh byk lg transaksi yg bisa dilakukan di aplikasi ini",5,Positif
"Saya senang menggunakan traveloka, lebih mudah, lebih murah, semoga tambah mudah pelayanannya, trimakasih.♥️",5,Positif
"traveloka, mudah, cepat. pokoknya kereeen.",5,Positif
"sangat membantu... keamanan dan promo nya berbagai jenis tolong ditambahin, jangan cuma yg pakai paylater dan uangku saja. trims",5,Positif
"sangat membantu dalam berbagai transaksi mempermudah segala nya, terimakasih traveloka",5,Positif
"layanan lengkap seperti belanja di super market, sangat memoermudah kebutuhanvdalam banyak hal. Tetaplah jaya & maju berkarya, mengubah tantangan jadi peluang.",5,Positif
Terima kasih traveloka....sangat mudah dan cepat dalam bertransaksi,5,Positif
tambah aplikasi yg laen kayak beli pulsa paket dan pembyaran kredit dan kl bisa banyakin promo tiket dan hotel biar traveloka g kalah sama aplikasi yg laen karena skrg kepuasan dan promo yg dcari smoga traveloka tetep jaya,5,Positif
"banyak promo, server sistem cepat, dan bisa paylatter",5,Positif
"sangat memudahkan pilihan destinationnya, harga terjangkau dan banyak promo. sukses untuk traveloka.",5,Positif
"mantap bener deh Traveloka payletter, sangat membantu sekali, makasih",5,Positif
"sgt terbantu dengan adanya traveloka,lebih mudah dan praktis mencari hotel dan tiket pesawat. dengan pembayaran yg mudah.",5,Positif
"saya baru di beritahu bahwa refund saya tertunda karna nomor rekening saya kata nya tidak bisa. mohon beritahu cara nya agar saya bisa mengubah data rekening yg lama menjadi yg baru. kata nya ada di kirim ke email, tpi malah gak ada. gimana sih ini traveloka. klo mau makan kan duit orang,jgn gini dong cara nya",1,Negatif
Makin gak jelas ini traveloka terlalu banyak gaya pembayaran udah gitu cs ditanya mana no rekeningnya traveloka malah ngasih web kira kira ini cs pekok atau gmn,1,Negatif
Saya sering di tlp dari pihak traveloka yg menanyakan nama orang lain bukan nama saya dan nada bicara nya sangat kasar sekali apalagi saya belum selesai ngomong sudah di putus tlp nya apakah ini aplikasi yg buat customer nya puas dan nyaman utk transaksi di aplikasi traveloka,1,Negatif
Aplikasi yg bagus. Loadingnya cepat. Aman bertransaksi,4,Positif
sebagian besar kebutuhan saya baik untuk traveling maupun bayar kebutuhan sehari hari bisa saya lakukan dengan mudah melalui traveloka terima kasih traveloka,5,Positif
saya baru instal dan sudah meluncur ke beberapa destinasi dengan aplikasi ini.one more point'.saya sempat double payment dan saat email ke costumer servis cepat respon dan selisih uang di return ke rekening saya.more than what im especting,5,Positif
"fitur mapsnya dipermantap lagi. kadang kalo kitabketik lokasi, tidak terbaca. padahal kalo di Gmap kelihatan. tapi sejauh ini bagus.",5,Positif
Lebih mudah dlm pemesanan tiket Pesawat.. Alhamdulillah saya terbantu. Terimakasih traveloka,4,Positif
"aplikasi bagus, apalagi sekarang udah ada fitur paylater , pergi jalan jalan, bayar bisa 12, bulan kemudian. mantap deh",5,Positif
Saya selalu menggunakan traveloka utk perjalan saya dan klrga.. aman dan mudah penggunaannya. thanks,5,Positif
Cukup membantu memudahkan dlm mencari tiket dan akomodasi,4,Positif
"No rekomended, pesen tiket kereta susah banget, server sering down, jadi kagak dapet tiket kreta deh..........",1,Negatif
"sangat membantu, namun harus ditingkatkan lagi pelayanan telpon bebas pulsa, karena perusahaan lain sudah memakai telpon cuatomer service bebas pulsa maka treveloka pasti akan sangat disenangi pelanggan",5,Positif
Parah nih...kiranya traveloka jangan membuka pemesanan penginapan jika penginapannya sendiri sudah tdk menerima tamu. Kita sdh membayar biaya penginapan tapi apartemennya sdh tdk melayani lagi tamu krn mmg sdh diclose/tutup pengi apanya. Kejadian cek in tgl 1 Maret 2020 apartemen chandra residence jakarta. Memalukan... cs@traveloka juga sdh kami hubungi tapi masih nihil.,1,Negatif
"Wow traveloka sekarang semakin hebat, ada notifikasi sebelum terbang, mengingatkan kita sebelum terbang , barang bawaan apa yg perlu kita bawa... Good job",5,Positif
mudah dalam pemakaian dan cepat dalam pemesanan good👍👍👍👍,5,Positif
Bagus di hari biasa. tapi kenapa selalu susah cari tiket kereta kalau mau lebaran sama sesudah lebaran.,5,Positif
"Makin lama makin mundur saya lihat, dari segi penawaran promonya kurang tertarik, tidak seperti dulu. Untuk keseluruhan harga di tahun ini gak beda jauh sama aplikasi di sebelah. Dulu hampir setiap penerbangan, data internet, ataupun lain-lainnya saya beli di Traveloka karena promo dan diskon yg di tawarkan menarik, tetapi melihat yang sekarang, jadi kurang tertarik, kalau bisa seperti dulu saja promo dan diskon yg di tawarkan. Thanks.",1,Negatif
"mantap prosesnya mulai sistem transaksi nya, sangat nyaman",5,Positif
gampang utk pemesanan kapan dan dimana saja.. harga lumayan murah,5,Positif
"Traveloka , aplikasi yang mudah dan benar-benar sangat membantu, pelayanan cs juga sangat cepat",5,Positif
fee nya mahal untuk token. lbh murah di lapak sebelah. untuk pulsa juga skr makin naik harganya,3,Netral
Tambah lagi fitur penjualan barang elektronik dong yg bisa bayar pakai cicilan Kartu kredit,3,Netral
"Memudahkan kita dalam membeli tiket baik pesawat,kereta api,hotel dll. Terimakasih banyak buat Traveloka",5,Positif
"aplikasi yg mudah pembelianx, mudah klaim refund, mudah cek in online. pokoknya, mudah kapan saja dan dimana sj.",5,Positif
"mantap...pilihan utama slama ini dalam pembelian tiket pesawat,kerata api dan lainnya",5,Positif
Aplikasi yang bagus dan bermanfaat terutama untuk yang ingin traveling. Terima kasih,5,Positif
Android versi 3.18.1 saya tidak bisa masuk ke eats dan tidak ada icon eats. Mohon diperhatikan pembuatan sistemnya jangan berbeda2,1,Negatif
"Review ini saya tujukan untuk fitur traveloka Paylater. Mereka mempunyai sistem rating yang mungkin wewenang nya ada di tangan mereka. Rating saya turun tanpa alasan yang jelas padahal saya selalu membayar tepat waktu. Beberapa kali masalah ada di paylater terutama ketika pengiriman OTP, tetapi saya yang harus kena hukuman? Well, kalo begitu rating bintang satu karena fitur nya mengecewakan.",1,Negatif
"Sangat bermanfaat utk cari flight atau buat liburan. Terus kembangkan inovasi""nya yaa... Mantul traveloka.",5,Positif
Sangat membantu banget aplikasi ini makasih banyak traveloka semoga banyak manfaat dan kelebihan nya,5,Positif
kebantu banget. apalagi sama paylaternya. terus pada saat penagihan jika ada terlambat juga beda sopan g kya fintech2 yg lagi marak,5,Positif
"Saya sering traveling baik domestik maupun luar negeri dan nyaris selalu pesan tiket pesawat dan hotel melalui jasa baik traveloka, hasilnya selalu lancar dan cukup memuaskan, kecuali ketika traveling ke Balikpapan dan Samarinda ! Oya di Balikpapan mnginap di hotel Zurich dan Hotel Pacifik, keduanya lancar dan pelayanan hotelnya jg ramah & baik, tapi ketika nginap di Swissbellhotel Borneo Smrinda rupanya salah tgl reservasi, alhasil ditolak sm hotel ybs n Trvloka tak bisa bntu,sy kecewa skli !",4,Positif
"mudah, simple, sangat membantu disegala situasi dan kondisi.",5,Positif
lebih enak sih kalo uda di paketin dan kena diskon.. tapi kalo bisa sih di banyakin lagi merchant nya yg partisipasi. atau bisa juga di gedein lagi diskonnya kwwkkw. tapi ini oke kok,4,Positif
"sangat bagus sekali, dalam satu aplikasi bisa melakukan berbagai aktivitas.",5,Positif
"Kenapa playleter saya tidak di setujuin padahal data diri saya lengkap dan sesuai di aplikasi ini .padahal saya di bilang"" nya update playleter nya dan saya update tetapi tidak di acc.. jangan beri harapan palsu kayak gini",1,Negatif
"banyak oknum traveloka yg suka ambil data pelanggan , terus menggunakan nya di pay later .. lebih baik menggunakan tiket dot com",1,Negatif
simple payment dan fitur mudah di gunakan,5,Positif
Sangat mengecewakan sekali salah tujuan mau ke palembang dari semarang kebalik jadi palembang semarang pas ganti tujuan kena biaya 250/orang taik bener emng di batalin sama aja kena potongan kurang gede potongan nya skalian aja 1jt biar sklian gak bayar limit nya,1,Negatif
"Pukul 00.00 memesan kereta untuk lebaran, dan tepat saat itu masih ada kursi kosong pada kereta tersebut. Prosedur menunjukan untuk mengisi data penumpang. Setelah diisi, muncul notifikasi ""kereta sudah penuh"". Saya memaklumkan jika begitu, tetapi setelah saya keluar dan merefresh, kursi tersebut masih kosong. Dan saya memesan kembali, tetapi muncul notifikasi tersebut. Kejadian tersebut terjadi berulang kali. Hingga saya di blokir oleh traveloka. >:(",1,Negatif
Sangatlah mudah bookingan tiket tingkatkan lagi pelayanannya,5,Positif
"Saya baru pakai traveloka, kebetulan saya sudah booking hotel di traveloka, tapi pada saat sehari sebelum mau berangkat, tiba² suami saya sakit, otomatis saya minta di reschedule, tetapi mengapa tidak bisa dibantu yaa.. Padahal statement nya traveloka ""mengubah bukan masalah. Kami pastikan jadi mudah"" nyatanya mana nih.. Malah bikin kecewa..",1,Negatif
Applikasi yg bagus tp low respond untuk pengeluhannya Saya pengajuan dari bulan january sampai mau bulan maret tidak ada respond sama sekali,2,Negatif
"kalau mau travelling percayakan semua urusan pesawat & hotel pada traveloka, krn hanya di traveloka harganya paling murah, selain itu pelayanannya juga bagus",5,Positif
Traveloka... hemat waktu dan tenaga. Semua jadi mudah...😊😉,5,Positif
"Penanganan complain customer sangat lambat, cs nya berganti ganti membuat customer harus menjelaskan dari awal kembali. Customer service nya juga tidak bertanggung jawab, dengan memberikan janji penyelesaian masalah namun tidak di tepati. saya kecewa dengan traveloka.",1,Negatif
Aplikasi yang mantap dan lengkap. Sejauh ini hanya Traveloka yang bisa memenuhi kebutuhan saya. Very recommended. Terimakasih.,5,Positif
"mudah banget melakukan reservasi melalui traveloka. banyak promo yg bisa d daat, apalagi jika menggunakan paylater.",5,Positif
"mempermudah urusan saya berpergian dan menginap, terima kasih traveloka.",5,Positif
"Kenapa saat unggah ktp di traveloka paylater tidak bisa, padahal sudah tepat sesuai petunjuk tapi di suruh ulang terus ambil fotonya, tolong di bantu lah traveloka biar bisa pakai paylater, semebtara saya kasih bintang 3 dulu nanti kalau sudah bisa unggah ktp saya kasih full bintangnya",3,Netral
"Tadinya saya suka banget pake aplikasi ini,, tapi setelah ada kendala reschedule hotel saya jadi kecewa, tadinya saya pesan hotel untuk 2 malam dengan harga 598.000 dengan fasilitas pay later, karena ada keperluan saya reschedule menjadi lebih cepat satu hari, dan di kenakan biaya reschedule 336rb harusnya masih ada biaya refund sekitar 262 rb, tapi setelah tiket pesanan yang baru terbit dengan harga 709 rb, saya kecewa karena saya masih harus menanggung cicilan yg saya batalkan,",2,Negatif
"sangat mudah dan cepat dalam pelayanannya, mantaps.",5,Positif
"Traveloka lebih mudah, keren, banyak promo Dan rewardnya...",5,Positif
"Mudah, gak ribet, banyak promo, dan informasi jelas.",5,Positif
"Aplikasi sampah, masa mau masukin foto aja ga bisa2, padahal udah pas, udah jelas, malah ga bisa. Mending ga usah download app iki gaes, ga guna bgt, cih",1,Negatif
sangat terbantu dengan adanya traveloka. mohon untuk diskon / promo untuk kereta di tambah lagi dan tentunya setiap hari,5,Positif
"Eek, mau pesen bus travel susahnya minta ampun.. Bilangnya penuh2 mulu, tapi di infonya masih ada.. Kalo udah abis, kenapa ga di skip infonya.. Tolol beud dah ni aplikasi..",1,Negatif
"Aplikasi yg sangat membantu , terimakasih traveloka sukses selalu amiiiiiinn",5,Positif
Mantap setiap liburan pake traveloka pokoknya enak harga pas kualitas terjamin,5,Positif
Saran saya tetap fokus dibidang traveling. Supaya aplikasi tetap ringan. Bidang fintech dan PPOB gak usah aja.,5,Positif
"Ga ribet, simpel.. sementara traveloka masih jadi aplikasi favorit saya 😊",5,Positif
"Tingkatkan terus pelayanan, berikan kontribusi ekonomi digital dari Indonesia untuk Indonesia 🇮🇩",5,Positif
"Ini baaaaru aja instal dan sangat buru buru. Saya pesan tiket kereta, data sudah saya isi lengkap dan sudah pula dikonformasi. Pas nyampe di alfamart ngantri, kemudian kasirnya bilang gini ; ""Ada yang antri untuk pembayaran ga ? Kalo ada udah ga bisa"" Saya pun langsung nyahut ; ""Ada Mas, saya mau bayar tiket kereta api"" Kemudian kasirnya bilang gini ; ""Apalagi tiket kereta api, alfamart udah ga melayani lagi.."" Ini gimana coba ???",1,Negatif
Ditawari traveloka card sudah saya ajukan tpi ditolak asal tau saja nama saya ditawari semua bank untuk pinjaman utang tapi saya tolak... kenapa sya ajukan traveloka card karena saya sering pergi dan boking hotel di traveloka Tapi pengajuan saya ditolak tim auditnya begok gak berpengalaman auto uninstal,1,Negatif
"Terlambat check in dikit doank, udh gk bisa sama sekali padahl penerbangan masih 1 jam lagi, reschedule cuma dpt 10% dari 990 rb pas beli lg 930 jd cuma dpt 60 rb, astagaaaaa parah bgt lah... giliran pesawat nya delay suka suka dia... jd tulisan bisa reschedule n bisa refund itu eek kucinglah... dr 990 masa cuma dpt 60 rb doank reschedule",1,Negatif
"Aplikasi yang bagus, sangat membantu untuk pemesanan tiket pesawat maupun hotel",5,Positif
"Kenapa saya tidak bisa mendaftar pay later? Di TravelokaPay tertulis update aplikasi, padahal aplikasi Traveloka sll terupdate otomatis. Tolong bantuannya",3,Netral
"Harga di kalender sama pas kita check beneran berbedah jau gak sesuai,conyohnya ketika kita mau pesan di lihat di kalender waktu memili tanggal berangkat harganya 1.085 ketika kita klik harganya berubah naik jadi 1.530, Aneh gak sinkron",1,Negatif
Sangat membantu dlm pemesanan tiket pesawat... Makasi traveloka...,4,Positif
"Gak suka sama traveloka, jelek banget sumpah.. Gambar hotel sama aslinyaa beda jauh banget. Udah gitu gak bisa paylater utk hotel. Saat menuju hotelnya juga udah penuh dn kamar hotel beda sama aslinya. Menyesal pake traveloka dn harga2 tiketnya pun mahal2.",1,Negatif
Aplikasi apaan ini.. setiap mau booking kereta habis semua.. saya tunggu jam 12 mlm kereta tidak tersedia terus..saya kecewa,1,Negatif
"Mon maap saya ada traveloka paylater, tapi status nya di blokir, di app.nya bilang harus lunasin tagihan saya, padahal nggak ada tagihan samsek, tolong dong cara aktipin traveloka paylater lagi 🙂",4,Positif
"2 hari begadang buat dapet tiket lebaran tapi tetep gx dapet juga,tulisannya mohon tunggu beberapa saat karna ada banyak pengguna yg sedang meng akses. Saya cba trz tetep aja gx bisa*",1,Negatif
Aplikasi bajingan. Sebelum tiket habis ganguan.. coba beberapa saat lagi. Giliran bisa di buka. Tiket habis... jancukkkk,1,Negatif
"Tidak kooperatif, ribet dan tdk dapat membantu reschedule. Tidak mendukung complenan pelanggan malah mendukung pihak hotel.",1,Negatif
Sangat puas dgn layanannya saat ada masalah tentang pembayaran ganda salah nominal pelayan nya cepat ramah sehingga uang yg salah nominal sdh kami terima.terima kasih Traveloka semoga jaya terus,5,Positif
"Sangat mengecewakan saya ingin merubah nomor telfon supaya bisa terhubung dengan link aja karena dalam melakukan pembelian harus membayar dengan link aja tetapi tidak bisa, saya sudah email di pusat bantun dari bulan sembilan tahun 2019 tetapi tidak ada respon sama sekali dan saya email lagi pun masih gak ada respon, kalau begitu apa gunanya ada pusat bantuan jika tidak menyelesaikan 1 masalah pun",4,Positif
Kecewa sama pelayanan traveloka udh jelas2 psen dluan dari jm 00.00 tapi suruh nunggu terus sampe jam 1 dan kata nya sistem eror.. Kalo punya otak mah keburu tiket nya habis.. Gimana sih server nya?,1,Negatif
"Ga jelas kalo pesen tiket selalu ga bisa tolong dong di perbaiki, jangan maunya untung sendiri. Selau coba kembali coba kembali. Aplikasih ga jelas",1,Negatif
"Pengalaman buruk dengan traveloka, transfer utk pembelian tiket kereta sudah tercetak bukti transfer dan terkirim,tapi verifikasi pembayaran gagal,dan aplikasi menyatakan saya transfer setelah habis waktu, giliran ditelpon CSnya utk pengembalian dana saya disuruh ke bank rekening saya untuk mengurus sendiri,alasannya karenapihak traveloka tidak menerima transfer saya. Kenapa kesalahan dari traveloka tapi Customer yang disuruh selesaikan sendiri??? Sya Rugi uang,waktu dan hampir ga dapat kereta",1,Negatif
Min tolong di bantu soalnya saya sudah upload berkas untuk persyaratan paylater tapi kok ngak bisa di lanjut yah daftarnya ngak tampil tapi document sudah di upload semua,2,Negatif
"Ga banyak nolong dalam pencarian tiket kereta lebaran, ga masuk2 sekali masuk tiket habis semua, pasang notifikasi juga percuma, ga ada pengaruhnya.",3,Netral
"Baru juga di download, trs buka akun, lanjut cari tiket pesawat dan weewww baru mau nentuin bandara pergi z udh lgsg ada tulisan sedang diperbaiki silahkan coba lagi!!kookkk????woooww thank byee",2,Negatif
"Tiap tahun pas pesan tiket kereta api lebaran kenapa sering ngak kebagian. Udah dibelain bergadang nunggu jam 00:00 begitu bukan aplikasi langsung ngak bisa. Nunggu sampe jam 00:30 sudah bisa pesan tapi tinggal yg mahal2, itupun juga ngak bisa dipesan. Masa tiap tahun ngak ada inovasi yg berarti, buat mengatasi tiket kereta api lebaran.",2,Negatif
"Pembelian tiket kereta sudah confirm dan mendapat email pemberitahuan e tiket akan dikirim maks 60 menit, setelah ditunggu hampir 2 jam ternyata yang diterima bukan e tiket malah info refund, karena pembelian gagal. Yang saya tidak paham kenapa jika gagal tidak langsung diinfokan, jadi saya bisa cari tiket lainnya? Sangat kecewa sih sama pelayanan traveloka sekarang.",1,Negatif
Traveloka selalu terbaik untuk informasi tiket dan yg lain selalu ada informasi terbaru semoga menjadi no 1 di seluruh dunia amin,5,Positif
sangat memuaskan perjalanan jadi lebih nyaman dan mudah,5,Positif
"Sudah baik, kalau bisa di lengkapi lagi keterangan nya. Dan baiknya ada jawaban dari pihak pengelola hotel jika ada komplain yang disampaikan via aplikasi.",5,Positif
Sengaja gw kasih bintang 5.biar orang pada baca. Traveloka paylater gw telat 3 bulan dan udah gw lunasi dengan biaya finaltinya...ternyata setelah dilunasi malah dibekukan akun paylater permanen dan ga bisa diaktifkan lagi. Saran gw buat bro n sis....kalo yg paylaternya udah telat 3 bulan ga usah dibayar sekalian...ga akan aktif lagi tuh akun...lsg di blok permanen....mending jangan bayar sekalian.,5,Positif
Selalu beli tiket dan pesan hotel di traveloka harganya bagus...puas de,5,Positif
"Parah si , di udah di tunggu lama banget bug nya pas udah selesai bug nya malah tiket sudah habis , dan berulang kali ganti pencarian teruuss Sangat mengecewakan",1,Negatif
Kenapa saya mau pesen tiket tidak bisa untuk memilih kursi. tulisannya sedang banyak yang memesan tiket kereta. kgk paham lagi kenapa aplikasi nya.,2,Negatif
"CS bilang masalah terpecahkan, tapi blm dikasih tau pesanan tiket pesawat saya jadinya gimana!",1,Negatif
Gak nyampe semenit harga tiket pesawat sering naik tiba-tiba pas mau lanjutin booking. Ngeselin dan buang waktu,1,Negatif
"Sangat membantu dimana saja dan kapan saja, apapun kebutuhan kita..",5,Positif
"Apk yg mengecewakan, saya mau pesan tiket pesawat dihalaman awal muncul,begitu ingin melakukan transaksi tiket pesawat malah sudah tidak tersedia, mulai kumat ini aplikasi, uda bnyak yg ngasih rating bintang 1,saya tambahin,pelayanan yg mengecewakan sedang saya cek di aplikasi lain scanner tiket,utk tiket yg saya cari masih ada, mending uninstal aplikasi ini,",1,Negatif
"Kalau bisa tambahkan juga harga tiket kapal laut,,, kan udara sudah, darat sudah,, yang air mana,,, mohon segera di tindaklanjuti",2,Negatif
"setelah saya bayar tiket eh muncul harga baru yang lebih murah, udh dua kali beli tiket di sini rasanya nyesal terus. kapok",1,Negatif
"tolong adminnya kok sya cari tiket Ternate (TTE)-Buli(WUB) cuma 1 penerbangan yg muncul cuma jam 12.00, trus harganya 950rb, tapi di aplikasi lain ada penrbangan jam 15.30 yg harga 320rb.. kok bisa bgitu?? padahal sya suka pake apps. traveloka sbernarnya soalnya lebih simpel dri pda apps. lain. tolong di perbaiki nanti sya rubah ratingnya.",1,Negatif
"Payah,jelek,gak guna.. Banyak hotel yg gak bisa refund tapi ditulisnya bisa refund.. Pembodohan publik,mendingan pegi pegi",1,Negatif
Traveloka doesn't support us when we are in trouble. Tertera pembayaran bisa dilakukan di Alfamart jam 00.02. Tapi semua Alfamart tidak online di jam tsb. Online jam 01.00. Otomatis tiket hangus.,2,Negatif
Mantap.. Untuk tiket kapal lautnya kenapa tidak di cantumkan juga...biar orang2 juga tidak susah cari tiketnya...sekalia n di traveloka...mohon di perbaiki,5,Positif
"akhir-akhir ini kenapa tiket kereta ada tambahan convenience fee, mana mahal lgi 7500. pdhal dulu gk ada tuh tambahan biaya convenience fee.. kalau mau diadain convenience fee setidknya jgn 7500 lah, 2500 gitu... 🙄😑",3,Netral
Mudah dalam mengaplikasikannya dan tersedia di setiap stasiun. Makasih traveloka 👍👍👍,5,Positif
"Baru saya instal, langsung uninstal, aplikasi kebanyakan bug kayaknya, slalu nutup sendiri aplikasinya, hp saya ram 3, versi terbaru, masak mau pesan slalu tulisan kegagalan sistem ??? Nutup sendiri!! Auto UNINSTAL, thanks",1,Negatif
"Pengalaman buruk hanya 1,5 jam sebelum waktu check in tiba tiba pemesanan terbatalkan sepihak, pihak hotel/apartment susah dihubungi, customer terkatung katung dikota orang sampe hujan hujan nyari hotel baru, traveloka kasih solusi pemesanan ulang/refund yang bikin susah customer, asuransi pembatalan/kehilangan pemesanan dsb tidak berguna. Kecewa sih pesan hotel pake teknologi tetep aja seperti konvensional.",1,Negatif
"Sangat jelek sekali, promo tidak bisa dipakai sering tidak bisa booking tiket kai karena gangguan Sangat tidak rekomendasi dan malah menyulitkan.",1,Negatif
Pertahankan Kualitas Yg Memudahkan Cust Dalam Melakukan Pembelian/Pemesanan. Traveloka The Best 👍,5,Positif
Sangat memuaskan memesan ticket atau hotel di traveloka selalu aman dan terpercaya 😘😉,5,Positif
Kecewa sama traveloka hanya karena saya ganti email sendiri akun paylater saya dinonaktifkan saya tidak pernah menyalahgunakan paylater traveloka tapi dinonaktifkan saya sudah 1 tahun menggunakan paylater traveloka hanya karena ganti email disangka menyalahgunakan akun paylater saya dinonaktifkan ..,1,Negatif
mantep cs nya responsif dan bisa di telpon..salah transfer 24 juta. yang harusnya 2.4juta .. dalam 2 hari kerja uang langsung dikembalikan.. maklum pembayaran disini masih bank transfer manual kalau bisa ditingkatkan jadi virtual account semua...,5,Positif
Kena tipu traveloka. Hotel yg dipesan jaraknya jauh banget sama lokasi. Udah dibayar. Minta refund katanya gak bisa. CS nya pun gak sopan. Berpikir ulang booking hotel via Traveloka. Traveloka Penipu,1,Negatif
"kita butuh promo supaya lebih murah dari tarif asli ini malah lebih mahal dari tarif aslinya,,sungguh kejam",1,Negatif
Sistemnya sederhana tp lengkap dan mudah,5,Positif
Saya sangat kecewa pihak traveloka ini berbelit belit. Tidak bisa membantu customer dlm menyelesaikan permasalahan.. Benar2 kecewa. Tidak mau pakai aplikasi ini lg,1,Negatif
"Kok skarang saya jadi ragu untuk menggunakan jasa Traveloka..padahal dulu OK, skarang buanyak Comment dari rekan yang pake pada kecewa. Ayo dong...disikapi setiap coment pelangganmu. Biar pelangganmu tidak lari meninggalkanmu",2,Negatif
Sangat mengecewakan. 60juta kami hilang sia2! Kami mengajukan reschedule tapi berulang kali dipersulit dan tidak ada solusi pada akhirnya. CS memang ramah tapi hanya omong kosong yang diberikan. CS said lebih mengutamakan pembelian dibanding reschedule! Suatu kalimat yang akhirnya mengungkap seperti apa pelayanan Traveloka.,1,Negatif
"Payah ini aplikasi, saya merasa tertipu oeleh seseorang namun ga ada jalan keluarnya dan tetep harus bayar full. Padahal bukti udah jelas, sampe kapanpun gak akan saya bayar, karena saya tidak merasa memakai fasilitas tersebut",1,Negatif
Paylatercard BRI utk pelanggan traveloka terpilih..saya adl salah satunya yang terpilih Sangat disayangkan ada kriteria tertentu yg membuat pelanggan traveloka paylater kecewa(ktnya cukup menambah sedikit data)1×24 ACC.salah satu syaratnya adl melunasi paylater stlh dilunasi ternyata dr Pihak BRI tdk memberikan persetujuan.Jadi kalau bikin pelanggan kecewa mengapa ditawarkan.saya telah melunasi paylater hampir 5jt(Tenor 3 dan 6 Bulan).Intinya saya kecewa dengan penawaran yg ndak jelas rule nya.,1,Negatif
"Traveloka App sudah bagus dalam penggunaan, pembayaran dan memberikan harga murah, tapi sayangnya blom ada pemesanan untuk jalur laut (KAPAL) Please tambahin lagii yaa !!!",4,Positif
kocak ye udah bayar sama dendanya tapi paylater di blok wkwkwkw lucu emang saya sadar saya telat byar tagihan tpi semua sudah saya lunasi dengan duit riba (denda) nya tapi malah akun mash ttap di blok ktnya ktentuan travelokanya aahh tau gitu gua gak byar tu tagihan niat dibayar juga kran biar kbuka bloknya biar bsa dipake lagi,1,Negatif
"Aplikasi yg sangat membantu disegala hal. Dan fitur2nya tidak rumit,mudah dipahami",5,Positif
"Aplikasi diperbaiki secepatnya, untuk cek booking hotel keluar2 sendiri menunya.",1,Negatif
"Perjalanan saya kmrn dari batam-bali transit di jkt, di ket tiket traveloka nya batam-jkt tidak free bagasi tp jkt-bali free 20kg bagasi pas di cek lion air nya ternyata ga ada free, saya hbs uang bnyak krna bayar bagasi, hrs konsisten dong aplikasi nya, klo free ya hrs free dong klo ngga ya jgn di tulis free bagasi, kecewa bgt, dipikir bakal bayar bagasi batam-jkt aja tau nya hrs bayar full sampe bali padahal transit di jkt di keterangan nya free 20kg, jd mls pake aplikasi ini banyak nipu nya !",1,Negatif
"Sekarang Aplikasknya jelek banget.. Lemot kalo mau cek"" Promo munculnya lama.. Kecewa banget, padahal saya sudah pakai versi terbaru dan saya juga pakai wifi, tapi tetep lemot.. Dulu bagus aplikasinya, sekarang jelek, tolong ditingkatkan deh",2,Negatif
Hati2 dengan traveloka.. Bagi anda yang mau beli tiket dsini berpikir ulang aja. Hati2 dengan kata2 bisa re schedule itu bohong. Korbannya saya belo tiket ke singapura harga 2 jt pp dengan keterangan bisa re schedule.. Tp ternyata 24x re schedule tp di tolak alasan kursi sudah tudak tersedia..sementara beli tiket biasa masih tersedia. Dibantu oleh petugasnya bisa re schedule tp harga tiketnya jd 10.103.000 yg ga masuk akal. Saran saya mening beli tiket di yg lain aja lebih fair..,1,Negatif
"Sangat baik , saran saya buat kedepan nya traveloka bikin promo dong buat bisa booking hotel jadi lebih murah",5,Positif
"Saya sangat kecewa dengan treveloka, saya pesan hotel sudah bayar katanya berhasil tapi pas di hotel nya nama saya tidak terdaftar trnyta kamar sudah penuh, padahal di aplikasi treveloka pemesanan sukses/berhasil saya minta duit saya kembali karena sampai skrg saya tidak bisa menghubungi pihak dari treveloka",1,Negatif
Saya cari tiket kapal laut ko gk ada di sini yah. Apa krn sy yg gk bisa make aplikasi ini atau ang gk ada klu tiket kapal laut di sini..,1,Negatif
"Saya sudah biasa pake traveloka dan selalu merasa puas,tetapi bbrp bulan ini aplikasi saya sering log out sendiri sehingga mungkin saya harus menggunakan aplikasi lainnya, sudah hubi CS tapi tidak ada kejelasan",2,Negatif
"Saya sudah 3 x daftar paylater g pernah disetujui. Padahal saya isi data lengkap. Lebih kecewanya, saya adalah pelanggan setia traveloka. Benar2 payah......!!! Baru daftar langsung ditolak gitu aja.",1,Negatif
"Tolong pasang iklan jangan berlebihan, sampai mau baca artikel aja ketutup, mau liat video juga bentar2 iklan. Kami sudah tau traveloka jd mohon untuk tidak mengganggu artikel",1,Negatif
"Payah daftar upload foto aja bgtu trus,,,padahal KTP baru masa gak jelas di ulang sampai 50 x gagal trus,,,Traveloka kurang bagus sistem nya deteksi KTP",1,Negatif
"Kalau spesial request nya emg g ada atau g bisa,harusnya di infoin. Ni udah sampe hotel baru dikasih tau ini itu nya, atau hapus aja sekalian req nya. Jangan nyuruh setornya aja yang cepet,10mnt harus bayar. Udah 4 tahun pake traveloka,tapi kedepannya mau coba yg lain dulu aja.",3,Netral
"Bintang 1 aja sudah mantab itu drpd tidak ada sama sekali, soalnya sering gagal error buka aplikasi ini.",1,Negatif
Sekarang diskonnya jarang dan sedikit potongan tambahan promonya.. Banyakin lagi donk Traveloka biar seperti dulu..,4,Positif
